rating,content,userName,at,reviewCreatedVersion
5,"приложение очень сильно понравилось , пользуюсь каждый день .",Ольга Немцева,2026-06-19 00:02:49,4.109.0
5,"Удобное приложение, легкий и доступный интерфейс. Хорошая музыкальная подборка по интересам. Пользовалась и раньше, очень понравилось, рекомендую",Leora Leora,2026-06-18 23:20:37,4.109.0
1,За все просит деньги снял 50₽ за вход. и ещё 50 за выход 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,Чагиев Айдамир,2026-06-18 21:36:36,
5,хороший звук.,Миша смирнов,2026-06-18 20:53:11,4.108.0
5,"Мне нравится , качество музыки на высоте .",Вадим,2026-06-18 20:34:30,
1,"отвратительно. для бесплатного приложения сойдёт, но для платного это ужас. за 400р вы получите: волну которая не учитывает ваши интересы, которая вновь и вновь ставит вам песни исполнителей которых вы заблокировали и/или поставили дизлайк, периодические сбои, а так же вам придётся узнавать в других приложениях названия песен по строчкам из них, ведь в этом приложении такого нет (и возможно её здесь не будет). в общем ужасно, теперь ищу аналог этому приложению.",Виктория Краснослободцева,2026-06-18 19:21:47,4.109.0
5,приложение реально хорошее часто слушаю музыку когда плохое настроение всем советую,Илья,2026-06-18 16:52:03,4.110.0
5,"удобное приложение, чтобы слушать не только музыку, но и подкасты с аудио книгами. Подписка не дорогая. Музыка есть обсалютно любая. Ставлю 5 звезд!!",Диванный кот,2026-06-18 16:17:04,
1,"Здравствуйте, у меня слетел акаунт и когда я пыталась его востановить у меня не принимает помогите мне пожалуйста!",Катя Арехинп,2026-06-18 16:16:34,4.109.0
5,"Использую приложение уже год, похож на спотифай, я слушаю только западные треки, так что насчёт цензуры я не парюсь. Если есть подписка, можно даже поменять в настройках иконку приложения. В целом ставлю приложению 10/10",Данил Мельников,2026-06-18 16:02:28,4.110.0
5,"Это приложение... Да ёмаё, это бомба, это также как бот для музыки в телеграме, а тут не важен впн, можно скачать из Гугл плей, да ещё и дофига песен и музыки. короче советую",Слава В,2026-06-18 15:17:49,4.109.0
5,отличное приложение,Миленка,2026-06-18 15:13:45,
5,всем отлично!,Станислав,2026-06-18 13:06:05,4.109.0
1,без интернета не работает,Илья Шутов,2026-06-18 08:49:06,4.109.0
1,нормально не послушаешь музыку без подписки часто идет реклама в фоном режиме не можешь ведь подписка приложение скатилось,Артём Шут,2026-06-18 02:40:23,4.109.0
5,это лучшее что я нашёл,Денис,2026-06-18 01:36:36,4.109.0
1,не работает без номера телефона,Башик,2026-06-18 00:44:22,4.109.0
5,"приложение ДОСТОЙНО 5 ЗВЁЗД,слушаю музыку,отлично,без перебоев,это мой окончательный выбор,очень удобно слушать музыку,впервый я так счастлива от какого то приложения,остальный приложения начинают хромать через маленькое время а это,держится отлично и спокойно!рекомендую всем 💗",Катя Кашникова,2026-06-18 00:20:28,4.109.0
1,мне не понравилась эта реклама.,Марина Сергеева,2026-06-17 23:54:13,4.109.0
5,"прекрасное приложение сколько песен слушаю это вообще кайф, разработчики продолжайте в том же духе, спасибо вам огромное за такое приложение. Конечно много плюсов но есть один маааленький нюанчик, просто когда я иногда заходила в звук, мне нужно было купить какую то подписку. Я ждала несколько дней и стало все нормалтно, но это было у меня уже два раза поэтому может это только у меня а так мне очень нравится приложение, спасибо. 🥰❤🌹",Дарья Косьянова,2026-06-17 23:23:48,4.110.0
5,"хороший интерфейс , богатая аудио библиотека .",Paul Riot,2026-06-17 22:51:13,4.109.0
5,"⭐⭐⭐⭐⭐ Лучший плеер для души и настроения!Пользуюсь приложением каждый день и очень довольна. Интерфейс удобный, музыка подбирается идеально под настроение, а качество звука просто на высоте! Отдельное спасибо за огромный выбор подкастов — всегда нахожу что-то интересное и полезное в дорогу. Приложение не лагает, работает шустро. Рекомендую всем, кто ценит хороший контент и комфорт!",Артем,2026-06-17 21:35:33,
5,приложение хорошео и песни можно скачивать но я разочаровалась нету здесь песен VIVINOS а если есть то только на русском я грустная надеюсь что добавятся песни от VIVINOS и приложения намного лучше Spotify а хотела написать им отзыв но я не нашла их приложение так что 😭😭😭 приложение хорошее рекламу я вообще не видела быстро работает но надеюсь добавят Alien stage и добавьте больше музыки от VIVINOS иначе я буду плакать надеюсь ясно выразилась,Sya,2026-06-17 20:32:48,
4,"Приложение очень хорошее, поддержка оперативно отвечает и действительно выполняет свою работу. Музыка качественная, есть абсолютно всё, что мне нравится. Подпиской пользуюсь уже очень давно. Теперь о минусах: Дорогая подписка (399 рублей в месяц) - без неё нельзя ничего. Даже скачанное. Даже оплатив подписку, мы не получаем свободного доступа к скачанному - файлы в зашифрованном формате. Это нечестно. Платим за то, что большинству людей вообще не нужно (как и мне). Мне нужна только музыка.",LORD NEBULA,2026-06-17 20:07:03,4.109.0
5,удобное приложение,Дарья Владимировна,2026-06-17 19:25:48,4.109.0
1,Почему меня заставияют покупать подписку и не получается убрать эту рекламу,Матвей,2026-06-17 19:19:43,4.109.0
3,"подписка есть, а войти невозможно. ни с вайфай, ни с мобильного интернета. что-то пошло не так. исправьте, пожалуйста!",Татьяна Мустафина,2026-06-17 18:37:18,4.109.0
5,"Это приложение-просто находка для меня. Я нашла в нем целую библиотеку! Самое прекрасное, то, что там есть огромное множество частот, я очень люблю под них засыпать). А ещё, приложение очень удобно тем, что можно слушать аудиокнигу, музыку (даже мультики) с выключенным экраном, так как, работает оно в фоновом режиме. Огромное спасибо разработчикам❤️. Мне понравилось🙂",Ирина Бортникова,2026-06-17 18:29:45,4.109.0
5,"Приложение ""Звук""– это отличное решение для тех, кто ценит качественное звучание и удобство. Интерфейс интуитивно понятен, навигация простая, так что разобраться сможет даже новичок. Музыкальная библиотека постоянно пополняется, есть как популярные треки, так и менее известные композиции. Качество звука на высоте, никаких нареканий. Особенно радует наличие персонализированных подборок и плейлистов, которые отлично угадывают мои музыкальные предпочтения. Рекомендую всем любителям му",Дамир Пыр пыр,2026-06-17 16:44:29,
1,"отвратное приложение, глючное, коды приходят как попало, музыка играет тупо по порядку,никаких подборок нет, алгоритмы убогие, все сделано на отшибись, фу, противно.",Лера Лера,2026-06-17 16:18:02,4.109.0
3,"приложение хорошое,но почему нету такое что можно удалить треки из истории? у меня там вылезла треки 18+,и удалить их нельзя! добавьте пожалуйста функцию,если добавите поставлю 5 звёзд!",Пупсик,2026-06-17 16:11:35,
4,"музыки много, бесплатная подписка длится долго. Очень хорошее приложение для прослушивания музыки. Но, минус в том, что без интернета перестал грузить, хотя раньше грузил и всё отлично работало.",шуша,2026-06-17 15:52:46,
5,приложение супер,Алеша Потапов,2026-06-17 15:35:38,4.109.0
1,"В обед я спускаюсь в спортзал в подвал, а там сеть не ловит, я знаю что там нет интернета, но этот звук что-то там ищет по несколько минут, потом только дает зайти в скаченное, а он может меня пустить в скаченное и искать этот интернет? Потом часто у него критические ошибки и он просто закрывает приложение. Если бы не было бесплатной подписки Сбер я бы в жизнь не пользовался этим приложением. Подборки неинтересные делает, это точно приложение от Сбера? Такой гигант и такое неудобное приложение.",Александр Ковалев,2026-06-17 14:31:27,4.109.0
5,"Полезное приложение в дороге, когда пропадает интернет. Настроила любимых артистов, подкасты и детский режим. быстро и удобно.",THE TOPER ツ,2026-06-17 14:27:20,4.109.0
1,"почему после окончания бесплатной пробы нельзя потом зайти в приложение и надо отключить интернет чтобы как то попасть в приложение можно после окончания пробной подписки сделать чтобы можно было зайти хотя бы просто послушать музыку но с интернетом хотя бы так было бы очень приятно а ещё дополнительный прикол зачем вот эта подписка сберпрайм все ненужное, когда можно отдельно купить подписку, почему так не сделать?",Ольга Я,2026-06-17 07:25:52,4.109.0
4,"песни K-pop Перестали выходить,с середины мая.Не вышли песни: Xlov i,god (Album) Boompala (Le sserafim) Iconic by mistake (Le sserafim Katseye Illit) Sugar honey ice tea (Babymonster)",Tomka Moshet bblt,2026-06-17 06:58:50,4.109.0
1,на всём пытаются заработать теперь без подписки нельзя слушать музыку с выключеным экраном!,Платон Марков,2026-06-17 05:00:52,4.109.0
3,"Вроде все нормально, но печально что иногда узнаю про какую-то группу или исполнителя и решаю найти, а их нет в приложении Думаю перестать пользоваться и перейти на что-то другое",matmatuch grape,2026-06-17 04:28:42,4.109.0
5,"Хорошее приложение,ненавязчивая реклама. Без излишком. То что надо,спасибо.",Анатолий Демкин,2026-06-17 04:19:56,4.109.0
3,"Скачала впервые, несколько дней пытаюсь заплатить этот несчастный один рубль, но все эти дни приложение пишет, что ""что-то пошло не так"". Сделайте что-нибудь, пожалуйста.",Ирина Климова,2026-06-17 03:51:12,4.109.0
4,нет некоторых песен,Саша,2026-06-17 03:49:09,4.108.0
5,крутая музыка,Абас Попас,2026-06-17 03:22:34,4.109.0
2,"Приложение ужас без платной подписки ничего не сделаешь, в приложение сразу вылезает баннер ""купи подписку"", а зачем если хочешь просто слушать разную музыку, и чтобы не скачивать Реклама во время песни или перед следующнй песней вообще перебор Самое смешное что не послушать музыку с выключенным экраном это вообще полная чушь, а у телефона то стоит экомный режим, экран сам через 15 секунд вырубается и с этим музыка....",Алёна,2026-06-17 02:41:30,4.108.0
5,самое лучшее приложение для музыки которое я видел,Artem,2026-06-17 02:33:12,4.109.0
3,"В рекомендованных аудиокнигах регулярно отражает уже прослушанные, новых нет. Библиотека откровенно скудная. Еще один недочет, я считаю: Если прослушал допустим до середины третьей главы, а потом решил переслушать книгу со второй, (потому что уснул) то после того как прослушал вторую главу, третью начинает не с начала, а с места где остановился. Крайне неудобно.",Наталья Михеева,2026-06-17 02:13:13,4.109.0
5,Классное и удобное приложение! Очень понравился интерфейс приложения. Хорошо подошёл для поиска музыки для занятий в студии танца!,Twinnergy Dance Studio,2026-06-17 01:18:49,4.109.0
5,"Обожаю слушать подкасты на ночь глядя, особенно разных известных людей)) Ну, больше всего, конечно, мне нравится музыка в стиле панк-рок 🤘 и в сервисе Звук: музыка подкасты, я нашёл исполнителей, которых не мог найти на других сайтах и придожениях!!",Дииимааа Якковлев,2026-06-17 00:15:48,4.109.0
4,"не смог зарегистрироваться т.к., нету Сбера, и почему то какая-то почта привязана к сберу думаю это из-за того что я не был в их банке, а так приложение думаю норм",Максим,2026-06-16 22:32:28,4.109.0
5,"Очень удобное приложение, хороший подбор по предпочтениям.",Иван Кравченко,2026-06-16 20:26:40,4.109.0
3,"Vivo X300Pro EAC, приложение не работает в острове. К слову, Я.Музыка давно это умеет. Подборка периодически включает мне каких-то мындырбеков садырбековых, поющих на национальных языках! Я никогда не слушал такую ""музыку"" или что-то подобное! Звук, ау! Upd: только что обнаружил, что не могу скачать автоподборку одним кликом, только по одной песне. Блин, как так-то?! Upd2: ок, стал скачивать по одному треку, треки автоматически стали добавляться в избранное!(",Evgeniy Zhivoglazov,2026-06-16 20:09:12,4.110.0
4,Хотел послушать альбом черный лукич но выдавал другой(,Неважно,2026-06-16 17:25:17,4.109.0
5,"понятный интерфейс, работает хорошо, есть множество песен от различных исполнителей. приложение советую для любителей музыки",Иван Перевозкин,2026-06-16 17:21:35,4.109.0
5,Отличное приложение! Удобно в использовании и великолепное качество звучания.,Natalia Drushka,2026-06-16 16:13:54,4.109.0
3,"Приложение удобное в использовании но чтобы найти то что хочешь послушать надо очень сильно постараться, несколько песен я не могла найти не в альбоме исполнителя не по на званию, а нашла по чистой случайности, что не очень удобно, да и не всегда есть песни что хочется послушать я уже не первый раз пытаюсь найти несколько песен но их нет, надеюсь что однажды это исправится.",Снежок,2026-06-16 14:17:51,
1,раньше было лучше.Платная помойка,Kete,2026-06-16 14:15:57,4.109.0
1,"смс код не приходит в Беларусь, а номера РФ у меня под рукой нету. функционал оценить я так и не смог. 1 ★.",ho0ol,2026-06-16 14:07:32,4.109.0
4,"Отличный музыкальный сервис. Нравится размер аудиотеки, есть интересные подборки, алгоритмы в целом ок Минус звезда за качество перемешивания в плейлистах. Ставит одни и те же треки в начало, другие постоянно в конец. До них никогда не доходит. Любит ставить по несколько треков одного исполнителя подряд. Если докрутить перемешку, будет топ",Максим Ромаданов,2026-06-16 13:55:09,4.109.0
5,"Приложение просто супер, все работает, спасибо большое создателю за такую красоту, рекомендую всем🌠",Арина,2026-06-16 13:46:07,4.109.0
5,Давно пользуюсь прекрасно интерфейс крутой музыка качественная так ещё и пробный доступ большой всем советую,Артемий Скворцов,2026-06-16 13:45:44,4.109.0
2,"Здраствуйте,список чего мне не нравится 1.больше 90 дней платно,хотя из этих 90 я использовала 70 с чем то. 2.сильно лагает даже при хорошем интернете 3.после 100 песен больше не добавляется сделайте бесплатно пожалуйста,и вы спасете человечество🤎",Ева Маратовна,2026-06-16 12:44:18,
5,"отличное приложение для прослушивания музыки без проблем,всё очень хорошо",Бекмурат,2026-06-16 09:35:23,4.109.0
5,Приложение хорошое! Отличное!,Катя,2026-06-16 08:22:39,4.110.0
1,"регистрация не будет. у меня Т-банк, а также для регистрации нужно Сбербанк.(",Kakajan Haljanow,2026-06-16 07:01:20,4.109.0
5,"очень нравится приложение, много музыки, также обожаю слушать здесь подкасты, всегда готовлю под них, подписка точно стоит своих денег",Vlada,2026-06-16 06:03:40,4.109.0
4,приложение в моем случаи на 4 бал снимаю за то что приложение отказывается работать в фоновом режиме останавливает музыку через пять минут после выключения экрана планшета хотя все ограничения с приложения сняты. если есть возможность исправить то подскажите,Эльф гном 90lvl,2026-06-16 03:51:21,4.110.0
5,отличное приложение все понравилось,Стас Дрозд,2026-06-16 03:42:35,4.109.0
5,"мне очень понравилось приложение. удобное пользование , все понятно , рекомендую 👍",Овик Хчояан,2026-06-16 03:25:43,4.109.0
3,"приложение хорошее, но вдруг он стал платным",Айданек,2026-06-16 02:21:52,4.109.0
5,"вполне хорошее приложение, разницу в режимах звука не вижу",даня смышляев,2026-06-16 02:16:16,4.109.0
5,супер,MertBie,2026-06-16 01:22:09,4.109.0
1,шлак ....,Александр Дементьев,2026-06-16 01:21:09,
1,Не приходят обещанные бонусы!!!,Denis Filipovich,2026-06-15 23:52:32,4.109.0
5,"хорошее приложение,мне все нравиться.Хороший звук,много музыки,хороший интерфейс",Иван,2026-06-15 22:44:51,4.109.0
5,"Хорошая замена привычным сервисам, работает даже когда интернета нет",carimoque,2026-06-15 21:36:58,4.109.0
4,"приложение очень хорошое, но некоторых песен вовсе нету, минус звезда изза того что я случайно нажала перемешать свой плейлист, теперь все пошло по одному месту, пример, сначала идет например песня матушка земля, а потом например базовый минимум, но если матушка земля заканчивается, то вместо базового миниума идет другая песня из плейлиста, решите эту проблему.",Полина,2026-06-15 20:57:27,
5,"Немного попользовался этим приложением, и что я могу сказать... это приложение просто бомба🔥, единственный сервис, в котором удобно слушать музыку🤗",Сергей Журавлев,2026-06-15 20:07:26,4.109.0
1,не получается скачать ужасные приложения!!!!!,Саша Крашенинников,2026-06-15 19:49:23,
1,Почему не приходит код на телефон. Не могу пройти регистрацию.,Хасан Сугаипов,2026-06-15 19:18:43,4.109.0
5,слушал музыку в разных приложениях Звук лучше всех,Тимофей Юрьевич,2026-06-15 18:47:14,4.109.0
5,Всё отлично,Владислав Фекистов,2026-06-15 18:35:11,4.109.0
2,"Мобильный интернет чуть только проседать начинает и всё... хрен послушаешь, одно кваканье начинается",николай сергеевич,2026-06-15 18:19:21,4.109.0
5,отличное приложение рекомендую.,катерина маслова,2026-06-15 18:13:11,4.109.0
5,очень хорошее приложение все классно.,Вячеслав Кузнецов,2026-06-15 17:22:38,
2,"Непонятно какой менеджер придумал загружать мусор не совпадающий с моими музыкальными предпочтениями который я не слушаю мне на устройство (""Эй, у всех сейчас по 500гб на телефоне, никто не заметит""). Очередная победа менеджмента над рабочим продуктом. П.С. Даже если эта фича опциональная, то почему она так быстро включилась и я не успел это осознать",JFAexe,2026-06-15 16:51:48,4.109.0
2,"очень мало треков, большинство популярных, недавно вышедших нет. к тому же, из русскоязычных треков некоторые слова из трека просто вырезаны (цензура)... это же бред, высь смысл трека теряется, даже из-за одного слова... таким образом музыкой не насладиться. единственный плюс, это то что действительно хороший звук, есть эквалайзер.",Rebsy,2026-06-15 16:36:22,4.109.0
5,"Отличное приложение, мне понравилось!",Хабибулло Мирзаахмедов,2026-06-15 14:40:45,4.109.0
2,"мне не нравится, когда ты слушаешь музыку, а там какие то слова как будто пауза и словно удоляют это слова, это не очень приятно, как это исправить?",Ieska- ПЕПС,2026-06-15 13:42:34,4.109.0
5,"Отличное приложение, хорошо подбирает песни под любимых исполнителей. Работает, никаких проблем и вылетов.",Kvaisy KQ,2026-06-15 13:29:30,4.109.0
5,Прекрасное приложение с удобным и понятным интеофейсом,VanGoG,2026-06-15 11:22:46,4.109.0
1,оно не бесплатное,халк,2026-06-15 07:10:13,4.109.0
5,"нравится очень, не пойму почему не могу слушать. прошу подключения к",Наталья Астафьева,2026-06-15 07:09:08,
4,Сделайте виджет 5к1. В остальном вроде кайф,Elifas Trevelian,2026-06-15 06:42:48,4.109.0
1,"приложение очень плохое, подписку/премиум не получается оплатить, ни в какую",Антон Шемет,2026-06-15 05:32:12,
1,Нафига сувать рекламу чтобы купить Прайм если я не хочу. Невозможно убрать,Данил,2026-06-15 04:26:27,
5,"отличное приложение как для меня, только добавьте анимации текста в синхронизированных текстах.",invite,2026-06-15 04:15:42,4.109.0
1,плохо,Гусин Тимофей,2026-06-15 04:13:30,4.109.0
5,имба,Арина Волошина,2026-06-15 04:09:13,4.109.0
5,"Чистый кайф! Количество исполнителей, чьи песни загружены на площадку, качество звучания, дизайн приложения, функции — ух! Нравится всё! Действительно удобное приложение (со стороны слушателя, по крайней мере)🙌🏻 Пользуюсь Звуком второй год, ни разу не расстроил! Всем причастным к созданию этого приложения — Спасибо!❤️",Екатерина П.,2026-06-15 03:20:54,4.109.0
5,"Классное приложение, спрашивает о предпочтениях в музыке и уже приблизительно собирает тебе плейлист😃",Настя,2026-06-15 03:15:42,4.109.0
5,скачал приложение ради интереса и сразу неприятно удивился подпиской. оформил и пользовался некоторое время и в принципе остался доволен звук отличный и интуитивно понятный интерфейс жаль что нет отдельно взятых треков,Артём,2026-06-15 02:03:41,4.109.0
1,я просто не могу войти иза того что к моему номеру телефона подключëн сбер кидс и я там считаюсь родителем а не мои мама либо папа,Эдуард Телегин,2026-06-15 01:08:49,4.109.0
3,"Приложение норм, хорошее качество музыки и большой выбор, можно слушать фоново . ПОЧЕМУ 3 ЗВЕЗДЫ- ну во первых, я знаю что за хорошее обслуживание надо платить , но сделайте приложение бесплатным, во вторых, некоторой музыки нет (тоже не большой минус, но все же). 🧩",Анна Антропова,2026-06-15 00:15:33,4.109.0
3,"Не совсем понятно с пробной подпиской на музыку, она не продлевается же сама? И есть ли возможность слушать музыку с рекламой но бесплатно",Дима,2026-06-14 22:14:39,4.109.0
5,"очень довольна приложением. отличный интерфейс, большой выбор треков. думаю, и дальше буду пользоваться. альтернативы на сегодняшний день мало.",Екатерина Глущенко,2026-06-14 21:25:23,4.109.0
2,"В последнее время при прослушивании часто не загружается следующий трек,воспроизведение останавливается. Буквально через каждые 2-3 песни.",Дмитрий Калиновский,2026-06-14 20:36:40,4.109.0
2,почему даже просто музыку послушать платно,Владусик Оглоблин,2026-06-14 16:13:56,4.109.0
5,благодарю за поздрааление,Надежда Буся,2026-06-14 15:51:40,4.109.0
1,"Тупейшее приложение. По прошествию много времени, почти ничего не изменилось.ИИ добавило дёгтя в поиск То, что хочешь, не найдёшь.Подсовывает то, что считает нужным.",Александр Кот,2026-06-14 14:34:40,4.109.0
5,хорошее приложение и тянет и песни как соловей поёт а у друга настроение было ахуеным потому что нашёл песню только за 100 лет эта песня from the start 😁😁😁😁,Влад,2026-06-14 13:51:19,
1,Не работает при включенном vpn,Эдуард Захарьев,2026-06-14 13:22:14,4.109.0
1,"Не смогла оценить приложение по музыке, т.к в нём невозможно находиться даже пару минут, в оформлении имеется только чёрная тема с белыми буквами, вызывает тошноту и головокружение. Полное отсутствие клиентоориентированности, либо целенаправленное ограничение и лишение возможности выбора даже в такой малости, как фон/цвет приложения.",Ольга Кузьмина,2026-06-14 13:14:21,
4,"У вас очень годный сервис, ребята! Добавьте пожалуйста один-единственный заветный фильтр в Волну, исключающий предложение мне ИИ-треков. Понятно, что тут либо все ИИ маркировать, либо всю живую музыку, сложно, тяжко, но один этот фильтр - и я навечно сбегу к вам от сервиса на букву Я. Их нужно низвергнуть))",Вячеслав Меденцев,2026-06-14 10:26:37,4.109.0
5,"Так как не часто по городу бывает интернет, приложение зашло, подписка не дорогая и обусловленная, музыка вся трендовая и по вкусу.",#Sandoctop#,2026-06-14 05:26:33,4.109.0
1,требует номер телефона но не принимает код,Иван Прохоров,2026-06-14 03:39:54,4.109.0
5,слушаю долго и мне удобно,Алексей,2026-06-14 02:38:51,4.109.0
5,"В принципе хорошее приложение, что можно отметить, так это хорошее качество звука. Интерфейс приятный, плавный, правда нет чего то вроде Моей волны как в Яндекс музыке, но качество звука перебивает минусы)",Елисей Макаров,2026-06-14 01:49:00,4.109.0
5,приложение имба,Денис Савицкий,2026-06-14 00:56:31,
3,"Нет разделения на книги и музыку. неудобно переключаться. С мобильным интернетом вообще не дружит, заикается, тормозит, пропускает секунды. В тоже время в других приложениях все нормально проигрывается. Единственный плюс это то, что много есть того, чего нет на яндексе.",Александр М,2026-06-14 00:21:17,4.109.0
4,"нормально, но извините, я бедный школьник, у меня нет денег на ваш премиум",KafKarr,2026-06-14 00:05:25,4.108.0
1,"я не бот и не накрутка, приложение шляпа, варварское выманивание денег, + сбор критический данных",Mister Grajdanin,2026-06-13 23:13:52,4.109.0
1,я не могу зарегистрироваться 😭,Сергей Коровкин,2026-06-13 21:48:32,4.109.0
1,"приложение идеально но почему после бесплатной подписки я не могу им пользоваться! если хочу музыку без подписки послушать так сразу нет либо выходи из аккаунта или покупай,это ужасно",Сара,2026-06-13 21:27:36,
1,"Мне нравится это приложение, но какого хрена я должна платить 400 рублей только для того, чтобы использовать только одно приложение?! Почему нельзя сделать отдельную подписку для звука? Я не пользуюсь ничем из предложенных в подписке, только звуком! И не понимаю, зачем я должна платить такие деньги?! Вы и так до хрена зарабатываете, почему нельзя просто сделать отдельную подписку? И не нужно придумывать тупые оправдания",Query,2026-06-13 21:13:44,4.109.0
