rating,content,userName,at,reviewCreatedVersion
1,"если хотите послушать музыку, приготовьтесь, ждать пока прогрузится приложение, ждать пока запуститься музыка, ждать пока приложение решить сохранять музыку или нет и тд. по идее у пользователя должна быть возможность слушать музыку при отключении интернета, НО, приложение не открывается ТК нет интернета!!!! за что вы снимаете ежемесячно плату???",Регина Валеева,2026-06-18 12:57:56,8.29
1,ужасное приложении хочешь скачать музыку плати хочешь слушать без перерывов чтобы постоянно не включать платье ужасное приложение реклама мешала,Катя,2026-06-18 12:30:47,8.29
1,"Очень сильно тормозит. Песни, которые скаченые, всё равно прогружает перед проигрыванием. Если нет сети, то в скаченые переходит через раз, приходится по нескольку раз сбрасывать приложение. Очень расстроена, было такое хорошее приложение. Придется переходить на другие музыкальные сервисы.",Svetlana Zav,2026-06-18 11:43:52,7.12
5,"после обнлвления работает отвратительно, чтобы попасть в скачанное без интернета уже доедешь бвстрее куда ехал",Kseniia Barankova,2026-06-18 04:13:06,8.29
3,меня не устраивает то что когда выключаешь телефон музыка выключается плюс к этому там ещё и есть реклама,Ярослав,2026-06-18 03:43:27,8.29
5,Приложение отпад🎉,Анна Павлова,2026-06-18 03:40:15,8.28
4,"Возникали сложности при подключении подписки, но все получилось. Единственное не даёт настроить вк микс выдавая ошибку, а так приложение хорошее",Ксения Ефигина,2026-06-18 02:01:41,8.29
5,Приложение топ❤️,Танзиро Комадо,2026-06-18 01:55:35,8.29
1,непонятная сложная помойка.,S K,2026-06-18 01:37:23,
1,не работает с впн,Илья Васильев,2026-06-17 23:51:45,8.28
1,"Больше месяца в приложении не работает переключение музыки, она практически не ставится на паузу, а если ставится, то уже совсем не включается обратно.",Сава Мурзыева,2026-06-17 23:16:48,8.28
5,"Нравится всё,недочёты необнаружены",Kersanov Aleksei,2026-06-17 23:01:09,8.29
4,"все хорошо, но уже 3 или 4 день попеременно не работает то на вай-фай, то на мобильной сети.",Sania :3,2026-06-17 21:03:49,8.29
5,Отличное приложение советую,Виолетта Казачек,2026-06-17 20:26:22,8.29
5,"Я считаю, что это лучшее приложение для прослушивания музыки. Всем советую.👍",GGgg,2026-06-17 18:24:46,8.29
1,"Всё испортили, теперь если нету интернета, то невозможно зайти в приложение. Ещё и тупит до невозможности, с плейлистами что-то наделали. Отключаю подписку и всё что с этим связано, ну как так можно было, столько лет всё было прекрасно и идеально.",Николай сартаков,2026-06-17 17:52:31,8.29
5,было бы лучше если еще и на улице можно было,Полинка Белоусова,2026-06-17 16:11:36,8.29
5,"отличное приложение для прослушывания музыки , всем советую",Руслан Баймурзаев,2026-06-17 15:56:20,8.29
2,"если открыть ранее скачанный плейлист, то нужен интернет, зачем? он же уже скачан",Руслан Следь,2026-06-17 15:33:20,8.29
1,не понятно,Виктория Ооржак,2026-06-17 14:29:48,8.28
1,Постоянно висящее приложение. Какие-то бесконечные сбои и ошибки. Самая частая ошибка - отсутствует подключение к сети. И это на домашнем интернете. Про мобильный вообще молчу. Платная подписка проблему не решает.,Татьяна Волкова,2026-06-17 13:53:29,8.29
1,идите подальше с рекламой,Дэниэл Ермачков,2026-06-17 13:24:13,
2,"Ишаки, уберите плашку с концертами или переносите куда-нибудь",Vladislav,2026-06-17 11:50:31,8.28
5,"Все отлично, есть вся музыка но минус есть это реклама но я уже привык",Сергей Перелыгин,2026-06-17 10:47:46,8.29
5,Всё просто ! Всё супер!,Иван Светлов,2026-06-17 08:31:54,8.29
5,прикольное приложение,Татьяна Александровна Швец,2026-06-17 07:01:21,
5,ништяк бро,Waaqo Pp,2026-06-17 06:39:04,8.29
5,"все отлично но можете добавить функцию где при добавление одинаковых песен в один плейлист, выскакивает предупреждение о том, что песня уже есть в плейлисте как в ютуб мьюзик🙏🏻 а так все отлично",Марьям Дениева,2026-06-17 05:23:38,8.26
5,"визуал приложения сделан крайне посредственно (не дизайн, а его реализация, человеком, который по глупому недоразумению называет себя программистом). по сравнению с немногочисленными конкурентами, не показывает фуллскрин рекламу (пока) при открытии и не превращает приложение для прослушивания музыки в ещё один канал продаж для билетов (пока). за счет пользовательского контента имеет самую обширную медиатеку, что для меня ключевой момент. в общем, приложение со своей целью справляется, спасибо.",серёжа,2026-06-17 04:00:13,8.29
4,Приложение хорошее но есть один минус:Всё время реклама идёт и выскакивает премиум подписка,Азиз Жуманиёзов,2026-06-17 03:51:26,
5,"всё устраивает, но я не могу оплатить подписку, живу в Казахстане, пишет ""покупка временно недоступна"".",Рома Леонтьев,2026-06-17 00:46:21,8.21
2,все хорошо но можете вернуть деньги я отменял покупку а приложение списала,Сергей Крылов,2026-06-17 00:11:27,
5,"приложение отпад, музыки много, достаточно вбить в поиск то что нужно и сразу найдешь, и по миксу можно найти классную музыку, еще круто что рекламы стало в разы меньше чем тогда, приложение бомба, советую😋😋",Быра607,2026-06-17 00:00:58,8.29
1,"треки не грузятся, смысл подписки,если невозможно слушать музыку?",Bel,2026-06-16 23:46:00,8.29
1,"накачал кучу музыки для поездки на дачу, где нет интернета. но приложение почему-то ПРИ КАЖДОМ его открытии РЕШАЕТ ПРОВЕРИТЬ ПОДКЛЮЧЕНИЕ к ВК айди, и не пускает дальше, если ты не законнектишься. ужас и мучение. не советую. проще в свою личку в тг насохранять музыки.",Brigmore,2026-06-16 23:44:29,8.21
5,всё супер,Слава,2026-06-16 23:21:32,
2,Из-за того что нужна подписка на скачивание музыки поставил 2 балла и думаю если бы не было подписки на это пришлось ещё больше людей,Максим,2026-06-16 22:42:19,8.29
1,"скачала мызыку что бы слушать без интернета, итог выдаёт ошибку ,просит интернет ну как бы ало я вам за это плачу так какого вообще вы деньги берете а услугу не предоставляете .....",Валерия,2026-06-16 20:48:54,8.28
1,"Навайбкодили ужасное приложение. Сотрудники от менеджеров до тестировщиков в команде ВК музыки не заслуживают получать зарплату и сырки в офисе. Выкатывают в прод мусор, который вылетает бесконечно. Иногда просто выкидывает без возможности зайти, т.к. превышено количество попыток) Направить отзыв о работе просто невозможно, ибо бросает на бота, который не позволяет в свободной форме дать фидбек, а только кидает с темы на тему. Я пользуюсь ещё с бума, но с каждой фичей все хуже(",Александр Плейбойлилсанович,2026-06-16 19:19:54,8.29
1,"Будьте осторожны с подписками ВК. Сняли деньги за продление подписки Музыки,при этом отключили саму подписку и не возвращают деньги. Обращение в поддержку игнорируют. Лучше найти другое приложение,никому не посоветую",Анастасия,2026-06-16 18:35:11,
3,Всё нормально но я немог сначала обновить приложение а потом не могу сказачать разберитесь пожалуйста,Дима Пряхин,2026-06-16 17:38:19,8.7
1,не могу понять как зарегистрироваться,дима харьковский,2026-06-16 16:30:01,
1,плохо!!!,Надежда Москвитина,2026-06-16 15:59:26,
5,прикольно,Good,2026-06-16 15:37:45,
1,"чем дальше,тем хуже. нет интернета,скачаное очень тяжело послушать,пока оно поймет что нет интернета. сейчас и с добавлением песен в плейлист стала проблема,не добавляет,а если хочешь просто скачать трек,он автоматически добавляется в твои треки. отвратительное приложение",Сергей Шумилов,2026-06-16 15:18:25,8.29
5,рекламы много 🤣,александр киртока,2026-06-16 14:59:31,8.29
5,Всё Очень Класс и красиво!!! Спасибо 👍🔥💐,Виталий,2026-06-16 14:44:33,8.29
5,ВК музыка это топовая Мне очень нравится так приложение думаю скачайте все это приложение но оно очень тёплая и милая она может она может на кнопку нажимать и у вас песни разные получаются лучше скачать ВК Музыку 🤩🤩🤩,Dyra Tynaia,2026-06-16 14:20:48,
5,"мне нравится, подписки недорогие, реклама не долгая даже если есть, музыка есть почти вся, а может вся",Korsik,2026-06-16 13:55:46,8.28
5,нравится сикс севен,Оля С,2026-06-16 13:28:49,8.29
3,"интерфейс в сентябре 2025 года был куда интересней и лучше. убрали личный рейтинг часто проигранных треков – очень жаль. часто бывает, что приложение тормозит",Ульяна Федорова,2026-06-16 10:45:20,8.28
5,"хорошо, но мне пока не привычно возвратятся в ВК с Яндекс музыки но приложение очень хорошее, я бы хотела что бы были ВК книги( а так советую",Buka,2026-06-16 08:49:05,
5,"я почитала несколько отзывов и если честно, то у меня работает всë отлично, НО... я начала их читать слишком поздно... я обновила приложение и только потом начала читать отзывы... они били ужасные... мне стало страшно что я испортила этим обновлением приложение которое нормально работало... в общем как проверю испортила или нет,напишу плохо всë или нет.",Эллина,2026-06-16 04:28:10,8.29
1,"одна реклама,фильма который вышел два месяца назад.....",Сереня Сапогов,2026-06-16 03:43:34,8.26
5,кайф,вымя,2026-06-16 02:33:12,8.28
5,👍,Чеширский Кот,2026-06-16 02:17:36,8.26
4,"Купил подписку,отвратительно,все время висит и запинается при использовании мобильного интернета в то время как приложения конкурентов нормально грузятся (того же Яндекс,например). Очень надеюсь на быстрое исправление ситуации иначе откажусь. Исправились,надеюсь что будет стабильно, пока повышу до 4х, если не ухудшится, сменю на 5",Сергей,2026-06-16 02:15:28,7.6
5,"пользуюсь довольно долго, всё хорошо но! Если у вас глюки в приложении то у вас проблема с телефоном либо с интернетом, всё идеально!",DANIL IVANOV,2026-06-16 01:21:24,8.28
1,"самый конченный сервис,лагает абсолютно всё,начиная с воспроизведения треков и функций их переключения(треки не прогружаются до конца,либо не воспроизводятся вовсе)вк микс разумеется не может предложить треки которые хочется послушать,подбор треков работает так великолепно,что один и тот же трек за 10 минут времени может заиграть раза 3,иногда одинаковые треки идут сразу друг за другом,ты можешь добавить песню в понравившиеся,но в разделе ""моя музыка"" её не окажется,зачем платить за эту шляпу?",Krivoy,2026-06-16 00:29:21,8.29
4,"без подписки это шляпа полная, верните старую музыку в вк",Naaby_Ray,2026-06-15 23:50:31,8.27
2,"ужастно тормозит, долго подключается к интернету. раньше было намного стабильнее и быстрее",Алексей,2026-06-15 22:57:20,8.29
1,"верните прежний интерфейс ,почему в плейлист нельзя добавлять больше 1000 песен ,раньше это было возможно ,а теперь постоянно надо новый плейлист создавать",Курочкина Марина,2026-06-15 22:46:44,8.29
1,плохо себя увы.,Uncle Vitya,2026-06-15 22:03:00,8.29
4,"Достаточно хорошее приложение, большой выбор, меньше рекламы — было бы 5 звезд",Ильзия Сойманова,2026-06-15 21:14:05,8.27
5,все нравится спасибо.,Владислав Санашев,2026-06-15 19:12:47,8.7
3,это приложение не плохое но на каждом треке реклама и нету половины песен и куда то исчезают так что 3 звезды,Елизавет,2026-06-15 16:51:31,8.29
1,"Мой аккаунт на ВК временно заблокировали за мнение. Мнение ничего противозаконного не содержало, но ВК захотели цензурнуть. Ну пожалуйста, я вообще уйду из их соцсети, пусть обцензурятся. Но я оплатил музыку. С какой стати мне отключили музыку? Я за неё заплатил! Нравится вам моё мнение или нет, оплаченные услуги вы обязаны предоставить! Верните музыку немедленно!",Vladislav Matveev,2026-06-15 15:44:25,8.28
5,класс,Максим,2026-06-15 14:54:36,8.28
5,вообще приложение классное,Stepchik Kartelchik,2026-06-15 13:41:40,
5,"всё начало работать идеально, извиняюсь за прошлый плохой отзыв",Улька Безверхая,2026-06-15 12:45:17,8.28
1,Ваша приложение ужасно,Nurbol Kenzhebai,2026-06-15 12:14:32,8.28
1,"Как было г так и осталось, ничего не грузит, сидишь часами ждёшь",Антон Щипанов,2026-06-15 10:01:33,8.28
5,впечатлил,Paguo Cuctema,2026-06-15 09:29:48,8.7
5,ок,Денис,2026-06-15 06:00:32,8.28
2,"Год назад я возмущалась, что скачанная музыка в одном месте отображалась, в другом нет. Исправили, молодцы. Теперь у нас постоянно глушат интернет. К счастью у меня есть подписка и скачанное. НО без интернета в приложение НЕВОЗМОЖНО ЗАЙТИ!!! Оно требует повторить вход в аккаунт и естественно это невозможно без интернета. И как послушать музыку? Зачем я её скачиваю, если слушать могу только с интернетом?",Yu Sa,2026-06-15 04:31:43,8.26
4,"После смены телефона на Samsung Galaxy S25 приложение стало очень сильно тормозить (пользоваться невозможно), как будто есть ограничение на скорость интернета у этого приложения. При этом через VK всё работает нормально. Поддержка требует какую-то ""ссылку на видео, с которым проблема"" и без этого ничего больше не делает. UPD: Проблема решилась, само приложение нормальное, подборка хорошая, но алгоритмы работы поддержки ужасны.",Михаил С,2026-06-15 03:38:28,8.28
5,классное приложение,Дмитрий Мамаджанов,2026-06-15 02:59:36,8.6
5,"отличное приложение, продолжайте в том же духе ( жду больше текстов к музыке)",Илья Малявкин,2026-06-15 02:35:18,8.28
5,"хорошее приложение пользуюсь уже очень долго,но нужно улучшить микс чтобы выбирать сразу несколько вариантов например спокойный+знакомый",Карина Покацкая,2026-06-15 01:56:03,
5,Идеально рекомендую,Милена Белякова,2026-06-15 00:55:15,8.28
3,подписка за музыку списывается автоматически из моих 250 рублей осталось 50.,кока дуолинго,2026-06-15 00:27:05,8.28
4,"Приложение хорошее, но одна притензия. Почему я не могу слушать скачаную музыку? Она же скачана, а с меня требует подписку",Дмитрий Прохоров,2026-06-14 23:56:07,8.25
5,"Очень хорошее приложение, всё что любишь всегда под рукой!",Ринат,2026-06-14 23:16:19,8.28
1,было все супер при пробной подписке после купила просто в месяц и все начало работать ужасно постоянные лаги и переход в скаченные песни когда с интернетом все хорошо включаю вк микс спустя пару минут песня пропадает как уведомление но сама играет я включаю другую и ставлю её на паузу и включается та которая пропала и выключить её невозможно или просто перестает играть тоже самое со скаченными и лайкнутыми,Милана Волкова,2026-06-14 22:44:45,
1,реклама через каждее 3 трека. ужас когда ищет трэк,Максат Рыбак,2026-06-14 21:55:46,8.28
1,что за баг хочу включить музыку повторяет одну и ту же я удаляю приложение 1 оценка максимум что вы заслужили,Подтверждение,2026-06-14 21:24:04,
1,"Приложение не работает даже с интернетом. Деньги на ветер. (Переустанавливать пробовала, безрезультатно).",Настя Ходаковская,2026-06-14 21:16:32,
1,"пользуюсь этим приложение для прослушивание аудиокниги. отвратительно. треки перепрыгивают, сами переключаются. элементарно нет кнопки перемотки на 15-30 секунд...",Дмитрий Прядун,2026-06-14 20:44:04,8.28
5,очень удобно слушать песни,Маргарита Ермакова,2026-06-14 19:28:57,8.28
1,"изначально был у меня хороший отзыв,но теперь,это просто ужас.приложение абсолютно стало не рабочим,приходиться теперь слушать музыку через само вк.",Даша,2026-06-14 17:21:24,8.28
1,"приложение мусор, даже нельзя слушать песни в фоне. Нужно что бы приложение постоянно было открыто, это не дело",Владислав,2026-06-14 17:08:49,8.28
1,Войти в аккаунт невозможно пишут: Сессия не найдена повторите попытку позже.,Степан Андреев,2026-06-14 16:01:40,8.28
1,"Объясните мне, пожалуйста, для чего в приложении нужны скаченные песни? Наверно чтоб слушать без интернета, да? Так вот, почему мне нужно соединение с интернетом чтоб открыть скаченное? Это первый момент, второе - даже скаченные песни какого-то хрена должны сначала прогрузиться чтобы заиграть, что за бред? Исправьте эту чушню",Эйсен,2026-06-14 13:36:23,8.28
1,"верните всё назад. изуродовали приложение. исчезли подборки с главной страницы, это было удобно. моя музыка и плейлисты живут своей жизнью. я начинаю слушать свои подборки и вдруг заклинивает на исполнителе. а если мне у исполнителя нравится только одна песня? из удобного приложения для людей сделали не пойми что. для чего это всё, что бы люди перестали пользоваться? очень печально",Елена Скрипунова,2026-06-14 12:14:40,8.28
1,"деньги за подписку сняли, но музыка на фоне не проигрывает",Алтынбек Шопанов,2026-06-14 10:46:46,8.28
1,"потеряла аккаунт два года назад,когда пытаюсь зайти на акк выдаёт ошибку,типо попытайтесь зайти через 15 минут,по вашему 2 года это 15 минут что ли?",Vika Belousova,2026-06-14 06:07:59,
5,мне все очень нравится 🔥,Юлия,2026-06-14 05:14:01,8.28
1,так одна звезда это что я генерал что ли получается ничего се,Кирилл Козлов,2026-06-14 05:03:30,8.28
5,"целую ручки дизайнерам, программистам и подборщикам плейлистов. приложение стало крутым, удобным. умнички! спасибо вам!",silhouette371,2026-06-14 04:40:46,
4,"Приложение отличное везде плюсы. но есть только немного минусов. 1. частая реклама,не удобно слушать 2. когда выключается экран, то и песня не играет 3. на некоторых песня нет текста. очень не удобно когда не знаешь текст но песню нужно выучить.",Анастасия,2026-06-14 04:28:17,8.28
5,супер,Nikolay Kekw,2026-06-14 03:36:50,
5,"Спасибо разработчикам приложения ""VK Музыка"" за новые обновления программы.Желаю приложению ""VK Музука"" дальнейшего развития на благо его пользователей.Я желаю вам новых успехов в вашей работе.Продолжайте и дальше развивать ваше приложение ""VK Музыка"".Я буду ждать новых обновлений вашей программы.Спасибо разработчикам приложения ""VK Музыка"" за новое обновление программы,которое улучшило звук в приложении.Я его очень высоко оценил.Спасибо разработчикам приложения ""VK Музыка"" за их работу.",Виталий Парамонов,2026-06-14 03:31:42,8.26
5,🫶❤️,NATT VENUS,2026-06-14 00:08:45,
5,со-всех сторон хорошо!,Павел,2026-06-13 23:50:43,8.27
5,Идеальная приложуха🎀💐,Кира,2026-06-13 23:11:34,8.28
1,не советую как будто создали для слушания рекламы,ILIIAZ ULUKBEK UULU,2026-06-13 22:29:20,8.28
1,"убогое приложение. за месяц использования вычли два раза, тех поддержка отвечает через два часа. крайне не рекомендую. мтс лучше. деньги за бесплатный, пробный месяц не вернули.",Александр Нескажу,2026-06-13 22:14:07,8.28
4,много классных песен и большенство тренды и много знакомых песен,Эвелина Харламова,2026-06-13 21:38:51,8.28
3,"стало тормозить в последнее время, я понимаю что проблема сейчас везде из за оборудования и интернета, но не очень приятно. Будут ли обновления в ближайшее время?",София Емельяненко,2026-06-13 20:45:17,8.28
5,Отличное Приложение,Пётр Семёнов,2026-06-13 19:14:54,8.28
2,"Очень медленное приложение, кошмар просто. При открытии пишет, что нет соединения, хотя отлично работает инет и другие приложения. Никому советовать не буду это приложение.",Minnie Seong,2026-06-13 18:36:02,8.27
5,очень хорошее приложение 👍,Семён Ноздреватых,2026-06-13 18:29:11,8.28
5,лучшее приложение,FACER,2026-06-13 15:53:43,
5,лайк,о5 работать,2026-06-13 15:13:47,8.25
5,"с этим обновлением заработал эквалайзер,",Алексей Ганов,2026-06-13 15:12:51,8.28
5,хорошая музыка,Анастасия Бархатова,2026-06-13 14:42:07,8.28
2,"Разве смысл раздела ""скачанное"" не в том, чтобы включаться сразу, независимо от того есть интернет или нет???? Не совсем понимаю логику загрузки СКАЧАННОГО трека по минуте, а то и больше. ""???""",Ксения Камски,2026-06-13 14:25:21,
